School Name,BoroughCode,Geographical District,Project Description,Construction Award,Project type,Building ID,Building Address,City,Postcode,Borough,Latitude,Longitude,Community Board,Council District,BIN,BBL,Census Tract (2020),Neighborhood Tabulation Area (NTA) (2020),Location 1,Data As Of,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
P.S. 37 - QUEENS,Q,29,FLOOD/FA/EXT MASONRY/ELEVATOR/PARAPETS/FLOOD,14990000,CIP,Q037,179-37 137 AVENUE,Queens,11434,QUEENS,40.67588,-73.758505,412,27,4279864,4129930118,352,QN1205,"(40.67588, -73.758505)",18-Oct,15313,41,3,6,71
P.S. 163 - MANHATTAN,M,3,TCU REMOVAL & PLAYGROUND REDEVELOPMENT,2442564,CIP,M163,163 WEST 97 STREET,Manhattan,10025,MANHATTAN,40.794442,-73.969139,107,7,1055908,1018520099,185,MN0703,"(40.794442, -73.969139)",18-Oct,12422,20,4,23,15
M.S./H.S. 342 - BRONX,X,10,BOILER FOR SWIMMING,2152000,CIP,X430,2780 RESERVOIR AVENUE,Bronx,10468,BRONX,40.870293,-73.898309,207,11,2015241,2032470070,409,BX0702,"(40.870293, -73.898309)",18-Oct,11606,24,5,40,34
WEST END SECONDARY SCHOOL - MANHATTAN,M,78,Lease,0,CAP,M837,227-243 WEST 61 STREET,Manhattan,10023,MANHATTAN,40.77209,-73.987674,107,6,1030328,1011540108,15101,MN0701,"(40.77209, -73.987674)",18-Oct,12420,20,4,19,12
LIFE SCIENCE SECONDARY SCHOOL,M,2,HAZARDOUS - FACADE REPAIR,2927510,CIP,M645,320 EAST 96 STREET,Manhattan,10128,MANHATTAN,40.783625,-73.945637,108,8,1050338,1015580034,15601,MN0803,"(40.783625, -73.945637)",18-Oct,10099,23,4,1,11
P.S. 124 - BROOKLYN,K,15,FY16 RESO A SUPPLEMENTAL COOLING,334800,CIP,K124,515 4TH AVENUE,Brooklyn,11215,BROOKLYN,40.667545,-73.991046,306,38,3023391,3010340001,14101,BK0602,"(40.667545, -73.991046)",18-Oct,17617,14,2,27,50
P.S. 216 - BROOKLYN,K,21,FY15 RESO A SUPPLEMENTAL COOLING,693400,CIP,K216,350 AVENUE X,Brooklyn,11223,BROOKLYN,40.590564,-73.969964,315,47,3195175,3071960001,37401,BK1301,"(40.590564, -73.969964)",18-Oct,18183,32,2,45,36
I.S. 34 - STATEN ISLAND,R,31,FULL PROGRAM ACCESSIBILITY/FIRE ALARM SYSTEM,11177000,CIP,R034,528 ACADEMY AVE,Staten Island,10307,STATEN IS,40.508284,-74.243428,503,51,5088090,5078940001,24401,SI0305,"(40.508284, -74.243428)",18-Oct,10694,15,1,9,77
P.S. 167 - BROOKLYN,K,17,EXT MASONRY - WATER PENETRATION/PARAPETS/ROOFS,10104000,CIP,K167,1025 EASTERN PARKWAY,Brooklyn,11213,BROOKLYN,40.669001,-73.934635,308,35,3037303,3013890035,35301,BK0802,"(40.669001, -73.934635)",18-Oct,17615,16,2,48,49
P.S. 234 - QUEENS,Q,30,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,409000,CIP,Q234,30-15 29TH STREET,Queens,11102,QUEENS,40.767305,-73.923246,401,22,4007619,4005920015,73,QN0103,"(40.767305, -73.923246)",18-Oct,16859,39,3,4,72
THE BROOKLYN SCHOOL FOR SOCIAL,K,32,SCHOOL BASED HEALTH CENTER,1250581.23,CIP,K480,400 IRVING AVENUE,Brooklyn,11237,BROOKLYN,40.697185,-73.91117,304,37,3076908,3033650098,435,BK0402,"(40.697185, -73.91117)",18-Oct,18181,42,2,37,53
BKLYN STUDIO SEC. SCL - BROOKL,K,21,EXT MASONRY/ROOFS/WINDOWS,6137000,CIP,K721,8310 21ST AVE,Brooklyn,11214,BROOKLYN,40.604879,-73.994404,311,43,3165232,3063290032,288,BK1101,"(40.604879, -73.994404)",18-Oct,17616,1,2,45,37
ALC - BROOKLYN CHOICES,K,32,EXT MASONRY/WINDOWS/PARAPETS/ROOFS,5947484,CIP,K799,271 MELROSE STREET,Brooklyn,11206,BROOKLYN,40.702083,-73.929647,304,34,3071962,3031570037,425,BK0401,"(40.702083, -73.929647)",18-Oct,17213,42,2,30,53
BENJAMIN N. CARDOZO HS - QUEEN,Q,26,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,563911,CIP,Q415,57-00 223 STREET,Queens,11364,QUEENS,40.752333,-73.75599,411,23,4161735,4075290001,138501,QN1102,"(40.752333, -73.75599)",18-Oct,14506,26,3,16,69
P.S. 109 - BRONX,X,9,WATER PENETRATION/ROOF/ PARAPET/MASONRY,3968466,CIP,X109,1771 POPHAM AVENUE,Bronx,10453,BRONX,40.851414,-73.918533,205,14,2094549,2028770393,20502,BX0501,"(40.851414, -73.918533)",18-Oct,10931,6,5,29,29
I.S. 5 - QUEENS,Q,24,HVAC/PUBLIC ADDRESS SYSTEM,4710000,CIP,Q005,50-40 JACOBUS STREET,Queens,11373,QUEENS,40.737718,-73.887429,404,30,4454423,4024500017,489,QN0203,"(40.737718, -73.887429)",18-Oct,14784,66,3,5,68
P.S. 195 - BRONX,X,12,FY17 RESO A AUDITORIUM UPGRADE,744960,CIP,X077,1250 WARD AVENUE,Bronx,10472,BRONX,40.830499,-73.877704,209,17,2000000,2037750025,54,BX0901,"(40.830499, -73.877704)",18-Oct,11610,58,5,31,26
P.S. 94 - BROOKLYN,K,15,EXT MASONRY/WINDOWS/FLOOD ELIMINATION,8948571,CIP,K094,5010 6TH AVENUE,Brooklyn,11220,BROOKLYN,40.64366,-74.008252,307,38,3332126,3007920026,98,BK0703,"(40.64366, -74.008252)",18-Oct,18180,9,2,7,45
P.S. 123 - QUEENS,Q,27,TCU REMOVAL & PLAYGROUND REDEVELOPMENT,1082000,CIP,Q123,145-01 119 AVENUE,Queens,11436,QUEENS,40.678296,-73.79562,412,28,4260828,4120190010,18402,QN1203,"(40.678296, -73.79562)",18-Oct,24671,41,3,46,71
P.S. 99 - QUEENS,Q,28,WATER PENETRATION/PARAPETS,2875844,CIP,Q099,82-37 KEW GARDENS ROAD,Queens,11415,QUEENS,40.711419,-73.828628,409,29,4080168,4033600001,21601,QN0901,"(40.711419, -73.828628)",18-Oct,24011,46,3,28,60
I.S. 459 - BRONX,X,10,REPAIR STEPS & VPS/ROOFS/PARTIAL ACCESSIBILITY,1775000,CIP,X115,120 EAST 184 STREET,Bronx,10468,BRONX,40.859752,-73.900161,205,14,2013899,2031720046,23703,BX0503,"(40.859752, -73.900161)",18-Oct,11606,6,5,29,29
I.S. 145 - QUEENS,Q,30,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,8497000,CIP,Q145,33-34 80 STREET,Queens,11372,QUEENS,40.754661,-73.887112,403,25,4442764,4012520001,285,QN0301,"(40.754661, -73.887112)",18-Oct,14783,65,3,5,73
FORT HAMILTON HS - K,K,20,FY16 RESO A ATHLETIC FIELD UPGRADE,3538000,CIP,K490,8301 SHORE ROAD,Brooklyn,11209,BROOKLYN,40.627898,-74.039985,310,47,3152318,3060130001,46,BK1001,"(40.627898, -74.039985)",18-Oct,17216,10,2,44,41
MIDWOOD HS - BROOKLYN,K,21,CRACKED CONCRETE STRUCTURE/FIELD HOUSE,18211000,CIP,K406,1124 EAST 17 STREET,Brooklyn,11210,BROOKLYN,40.622641,-73.958988,314,44,3000000,3067260087,768,BK1403,"(40.622641, -73.958988)",18-Oct,13513,60,2,18,43
I.S. 244 - BRONX,X,10,PLANYC BOILER/PLANYC CLIMATE CTRL,6969000,CIP,X143,120 WEST 231 STREET,Bronx,10463,BRONX,40.875916,-73.90111,208,14,2015547,2032530141,273,BX0801,"(40.875916, -73.90111)",18-Oct,11272,48,5,29,33
P.S. 32 - BRONX,X,10,FY17 RESO A IP SURVEILLANCE CAMERA,188000,CIP,X032,690 EAST 183 STREET,Bronx,10458,BRONX,40.852092,-73.885891,206,15,2012409,2030850001,391,BX0603,"(40.852092, -73.885891)",18-Oct,10935,35,5,22,31
J.H.S. 190 - QUEENS,Q,28,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,189217,CIP,Q190,68-17 AUSTIN STREET,Queens,11375,QUEENS,40.722707,-73.851699,406,29,4075214,4031720002,71305,QN0602,"(40.722707, -73.851699)",18-Oct,14786,40,3,28,70
P.S. 315 - BROOKLYN,K,22,LOW VOLTAGE ELECTRICAL SYSTEM,1243000,CIP,K152,725 EAST 23 STREET,Brooklyn,11210,BROOKLYN,40.632562,-73.954724,314,45,3205780,3075510026,772,BK1401,"(40.632562, -73.954724)",18-Oct,17217,60,2,26,43
P.S. 115 - QUEENS,Q,26,PARAPETS/EXT MASONRY,4950000,CIP,Q115,80-51 261 STREET,Queens,11004,QUEENS,40.744099,-73.709845,413,23,4178127,4087170001,157902,QN1301,"(40.744099, -73.709845)",18-Oct,16098,63,3,16,63
I.S. 210 - QUEENS,Q,27,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,508000,CIP,Q210,93-11 101 AVENUE,Queens,11416,QUEENS,40.683858,-73.84747,409,32,4188567,4090670001,38,QN0904,"(40.683858, -73.84747)",18-Oct,24012,46,3,41,60
P.S. 53 - STATEN ISLAND,R,31,FY18 RESO A GYMNASIUM UPGRADE,277000,CIP,R053,330 DURANT AVENUE,Staten Island,10308,STATEN IS,40.55258,-74.13706,503,51,5065016,5051060001,13203,SI0302,"(40.55258, -74.13706)",18-Oct,10695,15,1,9,76
P.S. 11 - QUEENS,Q,30,Addition,0,CAP,Q011,54-25 SKILLMAN AVENUE,Queens,11377,QUEENS,40.745244,-73.90872,402,26,4000000,4012390001,251,QN0203,"(40.745244, -73.90872)",18-Oct,14787,53,3,33,66
P.S. 32 - BROOKLYN,K,15,Addition,0,CAP,K032,317 HOYT STREET,Brooklyn,11231,BROOKLYN,40.680445,-73.991949,306,39,3000000,3004370001,75,BK0601,"(40.680445, -73.991949)",18-Oct,13514,14,2,27,48
HS OF GRAPHIC COMM. ARTS (VOC),M,2,EXT MASONRY/ROOFS/PARAPETS,7649000,CIP,M625,439 WEST 49 STREET,Manhattan,10019,MANHATTAN,40.76337,-73.9906,104,3,1026646,1010590015,127,MN0402,"(40.76337, -73.9906)",18-Oct,12081,12,4,10,10
P.S. 375 - BROOKLYN,K,17,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,6238000,CIP,K320,46 MCKEEVER PLACE,Brooklyn,11225,BROOKLYN,40.665021,-73.959034,309,35,3034356,3013010001,325,BK0901,"(40.665021, -73.959034)",18-Oct,13509,17,2,48,44
P.S. 223 - QUEENS,Q,27,WINDOWS/EXT MASONRY/PARAPETS,4565000,CIP,Q223,125-20 SUTPHIN BLVD,Queens,11434,QUEENS,40.674541,-73.789417,412,28,4261713,4120510001,18401,QN1203,"(40.674541, -73.789417)",18-Oct,24669,41,3,46,71
P.S. 107 - BROOKLYN,K,15,EXTERIOR MASONRY/ROOFS/PARAPETS,4242000,CIP,K107,1301 8TH AVENUE,Brooklyn,11215,BROOKLYN,40.663251,-73.981289,306,39,3026517,3011010001,167,BK0602,"(40.663251, -73.981289)",18-Oct,17617,14,2,27,50
P.S. 150 - BRONX,X,12,FY18 RESO A SUPPLEMENTAL COOLING,372000,CIP,X150,920 EAST 167 STREET,Bronx,10459,BRONX,40.82636,-73.894398,202,17,2005681,2027170005,12701,BX0202,"(40.82636, -73.894398)",18-Oct,10937,8,5,43,24
I.S. 104 - MANHATTAN,M,2,FY17 RESO A SUPPLEMENTAL COOLING,524400,CIP,M104,330 EAST 21 STREET,Manhattan,10010,MANHATTAN,40.736094,-73.980663,106,2,1081671,1009260001,64,MN0602,"(40.736094, -73.980663)",18-Oct,12073,71,4,50,7
UNIVERSITY HEIGHTS HS - BRONX,X,7,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,515975,CIP,X470,701 ST ANNS AVENUE,Bronx,10455,BRONX,40.81825,-73.91103,201,17,2001153,2023590240,71,BX0102,"(40.81825, -73.91103)",18-Oct,10933,49,5,43,23
P.S. 97 - BROOKLYN,K,21,Addition,0,CAP,K097,1855 STILLWELL AVENUE,Brooklyn,11223,BROOKLYN,40.601433,-73.986139,311,43,3177680,3066670024,404,BK1103,"(40.601433, -73.986139)",18-Oct,18183,1,2,45,37
P.S. 131 - QUEENS,Q,29,Addition,0,CAP,Q131,170-45 84TH AVENUE,Queens,11432,QUEENS,40.716617,-73.794637,408,24,4211112,4098750001,456,QN0805,"(40.716617, -73.794637)",18-Oct,24340,25,3,24,65
P.S. 191 - BROOKLYN,K,17,EXTERIOR MASONRY/PARAPETS/ROOFS,3497000,CIP,K191,1600 PARK PLACE,Brooklyn,11233,BROOKLYN,40.672005,-73.924329,308,41,3036635,3013750012,359,BK0802,"(40.672005, -73.924329)",18-Oct,13516,16,2,17,49
P.S. 50 - QUEENS,Q,28,Addition,0,CAP,Q050,143-26 101 AVENUE,Queens,11435,QUEENS,40.695238,-73.807364,412,27,4214461,4100240012,206,QN1201,"(40.695238, -73.807364)",18-Oct,24670,41,3,46,61
I.S. 98 - BRONX,X,12,STH SBHC,2177000,CIP,X098,1619 BOSTON RD,Bronx,10460,BRONX,40.8359,-73.890458,203,15,2009867,2029390093,155,BX0303,"(40.8359, -73.890458)",18-Oct,11269,34,5,43,25
P.S. 230 - BROOKLYN,K,15,ELECTRICAL WORK FOR A/C INITIATIVE,864680,CIP,K230,1 ALBEMARLE ROAD,Brooklyn,11218,BROOKLYN,40.645017,-73.980761,312,39,3124109,3053230032,498,BK1203,"(40.645017, -73.980761)",18-Oct,17620,2,2,27,39
P.S. 82 - QUEENS,Q,28,WATER PENETRATION/ROOFS/PARAPETS,3448000,CIP,Q082,88-02 144 STREET,Queens,11435,QUEENS,40.704072,-73.811771,412,24,4206905,4096840008,214,QN0805,"(40.704072, -73.811771)",18-Oct,24670,41,3,24,61
P.S. 112 - QUEENS,Q,30,FY17 RESO A PLAYGROUND REDEVELOPMENT,1067000,CIP,Q112,25-05 37 AVENUE,Queens,11101,QUEENS,40.756891,-73.934523,401,26,4004170,4003440001,3302,QN0105,"(40.756891, -73.934523)",18-Oct,16863,39,3,33,72
P.S. 124 - QUEENS,Q,27,PLANYC BOILER CONVERSION/CLIMATE CTRL,5414000,CIP,Q124,129-15 150 AVENUE,Queens,11420,QUEENS,40.665058,-73.811701,410,28,4257530,4118820001,84602,QN1001,"(40.665058, -73.811701)",18-Oct,24016,62,3,46,64
FASHION INDUSTRIES VOC HS - M,M,2,EXTERIOR MASONRY/PARAPETS/FLOOD ELIMINATION,16510000,CIP,M600,225 WEST 24 STREET,Manhattan,10011,MANHATTAN,40.745156,-73.996074,104,3,1014174,1007740019,91,MN0401,"(40.745156, -73.996074)",18-Oct,12074,12,4,10,6
GRAMERCY ARTS HS - MANHATTAN,M,2,ELECTRICAL SYSTEMS/PA SYSTEM,6221000,CIP,M460,40 IRVING PLACE,Manhattan,10003,MANHATTAN,40.735494,-73.987659,106,2,1017828,1008720057,50,MN0602,"(40.735494, -73.987659)",18-Oct,11724,71,4,50,7
P.S. 239 - QUEENS,Q,24,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,132000,CIP,Q239,17-15 WEIRFIELD STREET,Queens,11385,QUEENS,40.699149,-73.903799,405,34,4435561,4035610001,553,QN0502,"(40.699149, -73.903799)",18-Oct,15310,54,3,30,62
P.S. 32 - BRONX,X,10,EXTERIOR MASONRY/WINDOWS/PARAPETS,6239400,CIP,X032,690 EAST 183 STREET,Bronx,10458,BRONX,40.852092,-73.885891,206,15,2012409,2030850001,391,BX0603,"(40.852092, -73.885891)",18-Oct,10935,35,5,22,31
P.S. 24 - QUEENS,Q,25,Addition,0,CAP,Q024,45-57 UNION STREET,Queens,11355,QUEENS,40.75207,-73.818789,407,20,4607475,4052010021,1205,QN0705,"(40.75207, -73.818789)",18-Oct,14190,22,3,3,67
LIBERATION DIPLOMA PLUS H.S. -,K,21,FY18 RESO A GYMNASIUM UPGRADE,1426400,CIP,K728,2865 WEST 19 STREET,Brooklyn,11224,BROOKLYN,40.577208,-73.985953,313,47,3329331,3070200039,326,BK1302,"(40.577208, -73.985953)",18-Oct,18184,21,2,45,35
P.S. 81 - BRONX,X,10,FY18 RESO A SUPPLEMENTAL COOLING,489000,CIP,X081,5550 RIVERDALE AVENUE,Bronx,10471,BRONX,40.903553,-73.905229,208,11,2084806,2058501550,337,BX0803,"(40.903553, -73.905229)",18-Oct,11609,48,5,40,33
P.S. 214 - QUEENS,Q,25,FY17 RESO A LOW VOLTAGE ELECTRICAL SYSTEMS,139500,CIP,Q214,31-15 140 STREET,Queens,11354,QUEENS,40.770387,-73.828617,407,20,4100846,4044130020,88902,QN0707,"(40.770387, -73.828617)",18-Oct,13832,22,3,3,67
MONROE ACAD FOR VISUAL ARTS -,X,12,BOILER/CLIMATE CONTROL/WATER INFILTRATION,8511800,CIP,X420,1300 BOYNTON AVENUE,Bronx,10472,BRONX,40.831601,-73.878912,209,17,2027459,2038640001,56,BX0901,"(40.831601, -73.878912)",18-Oct,11610,58,5,31,26
P.S. 42 - BRONX,X,9,FLOOD ELIMINATION/PARAPETS/EXTERIOR MASONRY/ROOFS,4880000,CIP,X042,1537 WASHINGTON AVENUE,Bronx,10457,BRONX,40.838288,-73.902987,203,16,2009466,2029030023,169,BX0302,"(40.838288, -73.902987)",18-Oct,10935,34,5,42,25
FORT HILL COLLABORATIVE ELEMEN,R,31,FY18 RESO A PLAYGROUNDS,396000,CIP,R016,80 MONROE AVENUE,Staten Island,10301,STATEN IS,40.6397,-74.079141,501,49,5000291,5000180015,11,SI0101,"(40.6397, -74.079141)",18-Oct,10369,4,1,13,74
P.S. 29 - STATEN ISLAND,R,31,FY16 RESO A AIR CONDITIONING,465000,CIP,R029,1581 VICTORY BLVD,Staten Island,10314,STATEN IS,40.613604,-74.115988,501,50,5009028,5003310001,147,SI0105,"(40.613604, -74.115988)",18-Oct,10700,4,1,14,74
NORTH BRONX SCHOOL OF EMPOWERM,X,11,LOW VOLTAGE ELECTRICAL SYSTEM,1060000,CIP,X113,3710 BARNES AVENUE,Bronx,10467,BRONX,40.880873,-73.860904,212,12,2058396,2046750020,390,BX1201,"(40.880873, -73.860904)",18-Oct,11605,29,5,2,30
P.S. 44 - BRONX,X,12,EXTERIOR MASONRY/PARAPETS/ROOFS,9115000,CIP,X044,1825 PROSPECT AVENUE,Bronx,10457,BRONX,40.842084,-73.891116,206,15,2009957,2029490064,36902,BX0602,"(40.842084, -73.891116)",18-Oct,11269,35,5,43,31
P.S. 108 - MANHATTAN,M,4,PLANYC BOILER/PLANC CLIMATE CTRL/LOW VOLT/KITCHEN,6384000,CIP,M108,1615 MADISON AVENUE,Manhattan,10029,MANHATTAN,40.795146,-73.948368,111,8,1051584,1016140021,17401,MN1101,"(40.795146, -73.948368)",18-Oct,12426,7,4,35,14
P.S. 317 - QUEENS,Q,27,SANDY: HEAT/FLOOD/ELEC/ INTERIOR/NON-SANDY:CLIMATE,6339000,CIP,Q225,1-90 BEACH 110 STREET,Queens,11694,QUEENS,40.580928,-73.831836,414,32,4303853,4161810001,938,QN1403,"(40.580928, -73.831836)",18-Oct,20532,51,3,41,58
P.S. 184 - MANHATTAN,M,1,PLAYGROUNDS,1353309.93,CIP,M137,327 CHERRY STREET,Manhattan,10002,MANHATTAN,40.711549,-73.986542,103,1,1003143,1002450007,201,MN0301,"(40.711549, -73.986542)",18-Oct,11723,70,4,32,4
JOHN DEWEY HS - BROOKLYN,K,21,FY17 RESO A CULINARY ARTS KITCHEN UPGRADES,2236500,CIP,K540,50 AVENUE X,Brooklyn,11223,BROOKLYN,40.589268,-73.981738,313,47,3194998,3071850020,308,BK1301,"(40.589268, -73.981738)",18-Oct,18183,21,2,45,35
P.S. 174 - QUEENS,Q,28,FY17 RESO A AUDITORIUM� UPGRADE,419987,CIP,Q174,65-10 DIETERLE CRESCENT,Queens,11374,QUEENS,40.720924,-73.86135,406,30,4073904,4031340024,69702,QN0601,"(40.720924, -73.86135)",18-Oct,14785,40,3,28,70
P.S. 83 - MANHATTAN,M,4,FULL PROGRAM ACCESSIBILITY,8585000,CIP,M083,219 EAST 109 STREET,Manhattan,10029,MANHATTAN,40.793194,-73.942548,111,8,1052436,1016590012,180,MN1102,"(40.793194, -73.942548)",18-Oct,12426,7,4,35,14
P.S. 81 - QUEENS,Q,24,STANDALONE GYM ANNEX,7985000,CIP,Q342,1716 BLEECKER STREET,Queens,11385,QUEENS,40.704168,-73.912235,405,34,4548602,4034370001,545,QN0502,"(40.704168, -73.912235)",18-Oct,15310,54,3,30,62
P.S. 153 - MANHATTAN,M,6,FY17 RESO A PLAYGROUND REDEVELPOMENT,249390,CIP,M153,1750 AMSTERDAM AVENUE,Manhattan,10031,MANHATTAN,40.826295,-73.946845,109,7,1081834,1020780019,233,MN0903,"(40.826295, -73.946845)",18-Oct,12428,37,4,23,19
P.S. 114 - QUEENS,Q,27,SANDY:INT/HEATING/ELEC/FLOOD/CLIM/PLAYGRND/PIPING,14780000,CIP,Q114,134-01 CRONSTON AVE,Queens,11694,QUEENS,40.578261,-73.854403,414,32,4305615,4162570001,928,QN1403,"(40.578261, -73.854403)",18-Oct,20532,51,3,41,58
Q004 SPED - QUEENS,Q,30,FY17 RESO A PLAYGROUND REDEVELOPMENT,247000,CIP,Q667,24-30 SKILLMAN AVENUE,Queens,11101,QUEENS,40.742302,-73.945605,402,26,4000744,4001000001,104,QN0201,"(40.742302, -73.945605)",18-Oct,16858,53,3,33,66
P.S. 3 - BRONX,X,10,HVAC CONTROLS/VENTILATION,5388000,CIP,X003,2100 LAFONTAINE AVE,Bronx,10457,BRONX,40.849897,-73.892289,206,15,2099356,2030620043,37504,BX0602,"(40.849897, -73.892289)",18-Oct,10935,35,5,22,31
CURTIS HIGH SCHOOL ANNEX - STATEN ISLAND,R,78,Addition,0,CAP,R453,105B HAMILTON AVENUE,Staten Is,10301,STATEN IS,40.644735,-74.081222,501,49,5165063,5000220001,7,SI0101,"(40.644735, -74.081222)",18-Oct,10369,4,1,13,74
P.S. 66 - BROOKLYN,K,18,FIRE ALARM SYSTEM REPLACEMENT,1047000,CIP,K066,845 EAST 96 STREET,Brooklyn,11236,BROOKLYN,40.64883,-73.907774,318,42,3325418,3081290060,970,BK1803,"(40.64883, -73.907774)",18-Oct,13827,5,2,25,42
BROOKLYN HS OF THE ARTS - BROO,K,15,ANSUL SYS/FIRE ALARM/MECHANICAL SYS - VENTILATION,5186160,CIP,K655,345 DEAN STREET,Brooklyn,11217,BROOKLYN,40.683559,-73.98027,302,33,3001190,3001920013,39,BK0202,"(40.683559, -73.98027)",18-Oct,17619,68,2,38,54
P.S. 93 - BRONX,X,8,ROOFS/EXTERIOR MASONRY/PARAPETS,2627000,CIP,X093,1535 STORY AVENUE,Bronx,10473,BRONX,40.821776,-73.876918,209,18,2097341,2036520001,28,BX0901,"(40.821776, -73.876918)",18-Oct,11611,58,5,43,26
HUMANITIES PREPARATORY ACAD -,M,2,FY14 RESO A ELECTRICAL UPGRADE,2130000,CIP,M440,351 WEST 18 STREET,Manhattan,10011,MANHATTAN,40.742867,-74.002136,104,3,1013096,1007420007,89,MN0401,"(40.742867, -74.002136)",18-Oct,12074,12,4,10,6
I.S. 72 - STATEN ISLAND,R,31,FY18 RESO A AUDITORIUM UPGRADE,429855,CIP,R072,33 FERNDALE AVENUE,Staten Island,10314,STATEN IS,40.593005,-74.158988,502,51,5037524,5023640001,27706,SI0204,"(40.593005, -74.158988)",18-Oct,10700,30,1,9,75
PATHWAYS IN TECHNOLOGY EARLY C,K,17,EXT MASONRY/ROOFS/PARAPETS/WINDOWS/FLOOD,12649000,CIP,K625,150 ALBANY AVENUE,Brooklyn,11213,BROOKLYN,40.675612,-73.938843,308,36,3030553,3012160046,311,BK0802,"(40.675612, -73.938843)",18-Oct,17615,16,2,49,49
JOHN BOWNE HS - QUEENS,Q,25,EXTERIOR MASONRY/ROOFS,6600000,CIP,Q425,63-25 MAIN STREET,Queens,11367,QUEENS,40.738139,-73.824944,408,24,4439900,4065070001,809,QN0801,"(40.738139, -73.824944)",18-Oct,14509,25,3,24,65
P.S. 176 - QUEENS,Q,29,Addition,0,CAP,Q176,120-45 235 STREET,Queens,11411,QUEENS,40.685492,-73.729982,413,27,4276382,4128200001,614,QN1304,"(40.685492, -73.729982)",18-Oct,15311,63,3,6,63
BRONX MATH PREP - BRONX,X,8,FLOOD ELIMINATION/ROOFS/PARAPETS/EXT MASONRY,7400000,CIP,X174,456 WHITE PLAINS ROAD,Bronx,10473,BRONX,40.814833,-73.85658,209,18,2020580,2034780018,4,BX0902,"(40.814833, -73.85658)",18-Oct,11611,58,5,31,26
P.S. 71 - QUEENS,Q,24,PARAPETS/EXTERIOR MASONRY/ROOFS,7700000,CIP,Q071,62-85 FOREST AVENUE,Queens,11385,QUEENS,40.711203,-73.905286,405,30,4083519,4034920007,59501,QN0502,"(40.711203, -73.905286)",18-Oct,15310,54,3,34,62
P.S. 254 - QUEENS,Q,27,ROOF/PARAPETS/EXT MASONRY/PAVED AREA CONCRETE,7286400,CIP,Q254,84-40 101ST STREET,Queens,11418,QUEENS,40.697961,-73.84796,409,29,4191296,4091770023,24,QN0902,"(40.697961, -73.84796)",18-Oct,24014,46,3,41,60
HEADQTRS 65 CNTRL ADMIN. - K,K,15,FACADE/WINDOWS,11737000,CIP,K801,65 COURT STREET,Brooklyn,11201,BROOKLYN,40.692012,-73.991227,302,33,3002557,3002660020,9,BK0201,"(40.692012, -73.991227)",18-Oct,16865,68,2,38,54
P.S. 9 - BRONX,X,10,PLANYC BOILER CNVSN/PLANYC CLIMATE CTRL,6542000,CIP,X009,230 EAST 183 STREET,Bronx,10458,BRONX,40.857067,-73.898936,205,15,2013561,2031500010,38301,BX0503,"(40.857067, -73.898936)",18-Oct,10935,6,5,22,29
P.S. 219 - QUEENS,Q,25,ROOFS,4976000,CIP,Q219,144-39 GRAVETT ROAD,Queens,11367,QUEENS,40.735277,-73.823749,408,24,4448708,4065070001,809,QN0801,"(40.735277, -73.823749)",18-Oct,14509,25,3,24,65
I.S. 339 - BRONX,X,9,FY14 RESO A SUPPLEMENTAL COOLING,379777,CIP,X147,1600 WEBSTER AVENUE,Bronx,10457,BRONX,40.840845,-73.904772,203,15,2009400,2028970005,167,BX0302,"(40.840845, -73.904772)",18-Oct,10935,34,5,42,25
COY L. COX SCHOOL,K,15,DEFECTIVE EXT WALL/FLOOD ELIMINATION/PARAPETS/ROOF,4525000,CIP,K369,383 STATE STREET,Brooklyn,11217,BROOKLYN,40.687257,-73.983579,302,33,3000567,3001720055,41,BK0202,"(40.687257, -73.983579)",18-Oct,17619,68,2,38,54
P.S. 45 - BROOKLYN,K,32,LSP VACUUM PUMPS,345900,CIP,K045,84 SCHAEFER STREET,Brooklyn,11207,BROOKLYN,40.686746,-73.910693,304,37,3079428,3034270011,401,BK0402,"(40.686746, -73.910693)",18-Oct,17214,42,2,37,53
P.S. 68 - BRONX,X,11,WATER INFILTRATION/EXT MASONRY/PAVED AREA-BLACKTOP,2227000,CIP,X068,4011 MONTICELLO AVENUE,Bronx,10466,BRONX,40.891732,-73.838471,212,12,2067852,2049860081,426,BX1202,"(40.891732, -73.838471)",18-Oct,11275,29,5,2,30
I.S. 14 - BROOKLYN,K,22,WATER PENETRATION/PLANYC BOILER/PLANYC CLIMATE,8219000,CIP,K014,2424 BATCHELDER STREET,Brooklyn,11235,BROOKLYN,40.593521,-73.937672,315,48,3203617,3074240001,596,BK1503,"(40.593521, -73.937672)",18-Oct,13826,32,2,15,36
